1781321907,2026-06-13 11:38:27,1.585GiB / 23.47GiB|0.78%,200,1569 MiB,.931
1781321966,2026-06-13 11:39:26,1.585GiB / 23.47GiB|0.20%,200,1556 MiB,1.531
1781322026,2026-06-13 11:40:26,1.585GiB / 23.47GiB|0.42%,200,1556 MiB,1.031
1781322086,2026-06-13 11:41:26,1.585GiB / 23.47GiB|0.79%,200,1556 MiB,1.040
1781322146,2026-06-13 11:42:26,1.585GiB / 23.47GiB|0.22%,200,1556 MiB,.775
1781322207,2026-06-13 11:43:27,1.585GiB / 23.47GiB|0.52%,200,1556 MiB,.975
1781322267,2026-06-13 11:44:27,1.585GiB / 23.47GiB|0.57%,200,1556 MiB,.894
1781322326,2026-06-13 11:45:26,1.586GiB / 23.47GiB|0.79%,200,1556 MiB,3.198
1781322389,2026-06-13 11:46:29,1.586GiB / 23.47GiB|0.28%,200,1556 MiB,.944
1781322448,2026-06-13 11:47:28,1.586GiB / 23.47GiB|0.38%,200,1556 MiB,1.958
1781322510,2026-06-13 11:48:30,1.586GiB / 23.47GiB|0.25%,200,1556 MiB,3.620
1781322573,2026-06-13 11:49:33,1.586GiB / 23.47GiB|0.40%,200,1510 MiB,.916
1781322632,2026-06-13 11:50:32,1.586GiB / 23.47GiB|0.40%,200,1517 MiB,2.328
1781322694,2026-06-13 11:51:34,1.586GiB / 23.47GiB|0.61%,200,1517 MiB,1.663
1781329091,2026-06-13 13:38:11,1.586GiB / 23.47GiB|0.24%,200,536 MiB,1.108
1781329152,2026-06-13 13:39:12,1.586GiB / 23.47GiB|0.21%,200,668 MiB,2.621
1781329214,2026-06-13 13:40:14,1.586GiB / 23.47GiB|0.35%,200,863 MiB,1.341
1781329275,2026-06-13 13:41:15,1.587GiB / 23.47GiB|0.26%,200,863 MiB,1.252
1781329335,2026-06-13 13:42:15,1.587GiB / 23.47GiB|0.59%,200,863 MiB,.992
1781329396,2026-06-13 13:43:16,1.587GiB / 23.47GiB|0.25%,200,863 MiB,2.184
1781329457,2026-06-13 13:44:17,1.587GiB / 23.47GiB|0.27%,200,863 MiB,3.239
1781329519,2026-06-13 13:45:19,1.587GiB / 23.47GiB|0.51%,200,863 MiB,.922
1781329580,2026-06-13 13:46:20,1.587GiB / 23.47GiB|0.41%,200,863 MiB,1.041
1781329639,2026-06-13 13:47:19,1.587GiB / 23.47GiB|0.43%,200,863 MiB,1.072
1781329699,2026-06-13 13:48:19,1.588GiB / 23.47GiB|0.66%,200,863 MiB,.932
1781329759,2026-06-13 13:49:19,1.588GiB / 23.47GiB|0.39%,200,863 MiB,.944
1781329820,2026-06-13 13:50:20,1.588GiB / 23.47GiB|0.56%,200,863 MiB,1.656
